,Concept_ID,kk,hy
1431,zählen::V,санау,հաշվել
1432,rechnen::V,санап шығару,հաշվել
1433,rechnen::V,санап шығару,հաշվարկել
1434,rechnen::V,санап шығу,հաշվել
1435,rechnen::V,санап шығу,հաշվարկել
1436,rechnen::V,санау,հաշվել
1437,rechnen::V,санау,հաշվարկել
1438,lesen::V,оқу,կարդալ
1439,malen::V,сурет салу,նկարել
1440,zeichnen::V,сурет салу,գծել
1441,schreiben::V,жазу,գրել
1442,besitzen::V,болу,ունենալ
1443,besitzen::V,болу,տեր լինել
1444,kaufen::V,алу,գնել
1445,kaufen::V,әперу,գնել
1446,verkaufen::V,сату,վաճառել
1447,bezahlen::V,төлеу,վճարել
1448,bezahlen::V,ақы беру,վճարել
1449,bezahlen::V,ақы төлеу,վճարել
1450,zahlen::V,төлеу,վճարել
1451,beherrschen::V,билеу,ղեկավարել
1452,ertragen::V,төзу,դիմանալ
1453,ertragen::V,шыдау,դիմանալ
