,Concept_ID,es,kn
1122,töten::V,matar,ಕೊಲ್ಲು
1123,wohnen::V,vivir,ವಾಸಿಸು
1124,wohnen::V,habitar,ವಾಸಿಸು
1125,arbeiten::V,trabajar,ಕೆಲಸ ಮಾಡು
1126,sammeln::V,recoger,ಸಂಚಯಿಸು
1127,sammeln::V,coleccionar,ಸಂಚಯಿಸು
1128,pflücken::V,coger,ಬಿಡಿಸು
1129,jagen::V,cazar,ಬೇಟೆಯಾಡು
1130,fischen::V,pescar,ಮೀನು ಹಿಡಿ
1131,fassen::V,atrapar,ಹಿಡಿ
1132,fassen::V,capturar,ಹಿಡಿ
1133,hüten::V,guardar,ಗುಂಪುಸೇರಿಸು
1134,treiben::V,aballar,ದಬ್ಬು
1135,anbinden::V,atar,ಬಿಗಿ
1136,füttern::V,echar de comer,ಮೇಯಿಸು
1137,melken::V,ordeñar,ಹಾಲು ಕರೆ
1138,hacken::V,picar,ತುಂಡರಿಸು
1139,hacken::V,cortar,ತುಂಡರಿಸು
1140,gießen::V,regar,ನೀರುಹಾಕು
1141,reifen::V,madurar,ಕಳಿ
1142,zubereiten::V,preparar,ಅಡಿಗೆಮಾಡು
1143,kochen::V,cocer,ಅಡು
1144,kochen::V,guisar,ಅಡು
1145,backen::V,hornear,ಬೇಯಿಸು
1146,backen::V,cocer al horno,ಬೇಯಿಸು
1147,braten::V,asar,ಕರಿ
1148,braten::V,freír,ಕರಿ
1149,umrühren::V,remover,ಕಲಕು
1150,stricken::V,hacer punto,ಹೆಣೆ
1151,stricken::V,hacer calceta,ಹೆಣೆ
1152,nähen::V,coser,ಹೊಲಿ
1153,färben::V,teñir,ಬಣ್ಣ ಹತ್ತು
1154,färben::V,colorear,ಬಣ್ಣ ಹತ್ತು
1155,reinigen::V,limpiar,ಸ್ವಚ್ಛಮಾಡು
1156,waschen::V,lavar,ತೊಳೆ
1157,abwischen::V,fregar,ಒರಸು
1158,abwischen::V,limpiar,ಒರಸು
1159,spülen::V,aclarar,ಗಲಬರಿಸು
1160,spülen::V,enjuagar,ಗಲಬರಿಸು
1161,fegen::V,barrer,ಗುಡಿಸು
1162,fegen::V,pasar la escoba,ಗುಡಿಸು
1163,kehren::V,barrer,ಗುಡಿಸು
1164,baden::V,bañarse,ಸ್ನಾನಮಾಡು
1165,sich waschen::V,lavarse,ತೊಳೆ
1166,ausziehen::V,quitar,ಬಿಚ್ಚು
1167,ausziehen::V,quitarse,ಬಿಚ್ಚು
1168,anziehen::V,ponerse,ಹಾಕು
1169,sich anziehen::V,vestirse,ಹಾಕು
1170,kämmen::V,peinar,ಬಾಚು
1171,schmücken::V,adornar,ಅಲಂಕರಿಸು
1172,sagen::V,decir,ಹೇಳು
1173,sprechen::V,hablar,ನುಡಿ
1174,reden::V,hablar,ನುಡಿ
1175,reden::V,conversar,ನುಡಿ
1176,sich unterhalten::V,charlar,ಹರಟೆ ಹೊಡಿ
1177,sich unterhalten::V,conversar,ಹರಟೆ ಹೊಡಿ
1178,fragen::V,preguntar,ವಿಚಾರಿಸು
1179,bitten::V,rogar,ಬೇಡು
1180,erzählen::V,contar,ಹೇಳು
1181,mitteilen::V,comunicar,ತಿಳಿಸು
1182,mitteilen::V,participar,ತಿಳಿಸು
1183,nennen::V,llamar,ಹೆಸರಿಡು
1184,nennen::V,nombrar,ಹೆಸರಿಡು
1185,rufen::V,llamar,ಕರೆ
1186,prahlen::V,jactarse,ಜಂಬ ಕೊಚ್ಚು
1187,übersetzen::V,traducir,ಭಾಷಾಂತರಿಸು
1188,denken::V,pensar,ಯೋಚಿಸು
1189,glauben::V,creer,ನಂಬು
1190,bemerken::V,notar,ಗಮನಿಸು
1191,erkennen::V,reconocer,ಗುರುತುಹಿಡಿ
1192,begreifen::V,concebir,ಗ್ರಹಿಸು
1193,verstehen::V,entender,ಅರ್ಥಮಾಡಿಕೊ
1194,verstehen::V,comprender,ಅರ್ಥಮಾಡಿಕೊ
1195,lernen::V,aprender,ಕಲಿ
1196,wissen::V,saber,ಅರಿ
1197,sich erinnern an::V,recordar,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1198,sich erinnern an::V,acordarse de,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1199,vergessen::V,olvidar,ಮರೆತುವಿಡು
1200,messen::V,medir,ಅಳೆ
1201,zählen::V,contar,ಗಣಿಸು
1202,rechnen::V,contar,ಲೆಕ್ಕ ಹಾಕು
1203,rechnen::V,calcular,ಲೆಕ್ಕ ಹಾಕು
1204,lesen::V,leer,ಓದು
1205,malen::V,pintar,ಬಿಡಿಸು
1206,zeichnen::V,dibujar,ಬಿಡಿಸು
1207,schreiben::V,escribir,ಬರೆ
1208,besitzen::V,poseer,ಒಡೆಯನಾಗಿರು
1209,kaufen::V,comprar,ಕೊಳ್ಳು
1210,verkaufen::V,vender,ಕೊಡು
1211,bezahlen::V,pagar,ಬೆಲೆತೆರು
1212,zahlen::V,pagar,ಹಣವನ್ನುಕೊಡು
1213,beherrschen::V,dominar,ಅಧಿಕಾರ ನಡೆಸು
1214,ertragen::V,soportar,ಸಹಿಸು
