,Concept_ID,sk,kk
1516,reden::V,rozprávať,сөйлеу
1517,reden::V,rozprávať,сөйлесу
1518,reden::V,rozprávať,тіл қатысу
1519,sich unterhalten::V,rozprávať sa,сұхбаттасу
1520,fragen::V,spýtať sa,сұрау
1521,bitten::V,prosiť,өтіну
1522,bitten::V,prosiť,жалыну
1523,erzählen::V,rozprávať,айту
1524,mitteilen::V,oznámiť,білдіру
1525,nennen::V,nazvať,атау
1526,nennen::V,menovať,атау
1527,rufen::V,volať,шақыру
1528,rufen::V,zavolať,шақыру
1529,prahlen::V,vystatovať sa,бөсу
1530,übersetzen::V,preložiť,аудару
1531,denken::V,myslieť,ойлау
1532,glauben::V,veriť,нану
1533,glauben::V,veriť,илану
1534,bemerken::V,podotknuť,аңғару
1535,bemerken::V,spozorovať,аңғару
1536,erkennen::V,poznať,тану
1537,begreifen::V,pochopiť,ұғу
1538,begreifen::V,pochopiť,аңғарып алу
1539,begreifen::V,porozumieť,ұғу
1540,begreifen::V,porozumieť,аңғарып алу
1541,verstehen::V,rozumieť,пайым
1542,verstehen::V,rozumieť,түсіну
1543,lernen::V,učiť sa,оқу
1544,wissen::V,vedieť,хабардар болу
1545,sich erinnern an::V,pamätať si na,еске түсіру
1546,vergessen::V,zabudnuť,ұмыту
1547,messen::V,merať,өлшеу
1548,zählen::V,počítať,санау
1549,rechnen::V,rátať,санап шығару
1550,rechnen::V,rátať,санап шығу
1551,rechnen::V,rátať,санау
1552,rechnen::V,počítať,санап шығару
1553,rechnen::V,počítať,санап шығу
1554,rechnen::V,počítať,санау
1555,lesen::V,čítať,оқу
1556,malen::V,maľovať,сурет салу
1557,zeichnen::V,kresliť,сурет салу
1558,schreiben::V,písať,жазу
1559,besitzen::V,mať,болу
1560,besitzen::V,vlastniť,болу
1561,kaufen::V,kúpiť,алу
1562,kaufen::V,kúpiť,әперу
1563,verkaufen::V,predať,сату
1564,bezahlen::V,zaplatiť,төлеу
1565,bezahlen::V,zaplatiť,ақы беру
1566,bezahlen::V,zaplatiť,ақы төлеу
1567,zahlen::V,platiť,төлеу
1568,beherrschen::V,ovládať,билеу
1569,ertragen::V,znášať,төзу
1570,ertragen::V,znášať,шыдау
1571,ertragen::V,vydržať,төзу
1572,ertragen::V,vydržať,шыдау
